D2B1-7,2,1766727374721
D3A1-10006,3,1766727374721
D3A1-8,3,1766727375724
D3A1-10007,3,1766727375724
D3A1-10009,3,1766727377728
D2B1-15,2,1766727382742
D3A1-16,3,1766727383743
D2C1-23,2,1766727390757
D3A1-24,3,1766727391759
D2C1-31,2,1766727398777
D3A1-32,3,1766727399779
D2B1-10032,2,1766727400784
D2B1-10037,2,1766727405801
D2C1-39,2,1766727406804
D3A1-40,3,1766727407806
D2B1-10043,2,1766727411814
D2B1-47,2,1766727414823
D3A1-48,3,1766727415825
D2C1-55,2,1766727422855
D3A1-10054,3,1766727422855
D3A1-56,3,1766727423858
D3A1-10056,3,1766727424862
D2B1-63,2,1766727430882
D3A1-64,3,1766727431884
D2B1-71,2,1766727438901
D3A1-72,3,1766727439904
D3A1-10073,3,1766727441909
D2C1-79,2,1766727446919
D3A1-10078,3,1766727446919
D3A1-80,3,1766727447923
D2B1-87,2,1766727454940
D3A1-88,3,1766727455944
D2B1-95,2,1766727462964
D3A1-96,3,1766727463968
D3A1-10100,3,1766727468983
D2B1-103,2,1766727470987
D3A1-104,3,1766727471989
D3A1-10107,3,1766727475999
D3A1-10109,3,1766727478003
D2C1-111,2,1766727479008
D2B1-10110,2,1766727479008
D3A1-112,3,1766727480012
D2B1-119,2,1766727487030
D3A1-120,3,1766727488033
D2C1-127,2,1766727495052
D3A1-128,3,1766727496055
D2C1-10130,2,1766727499063
D2B1-135,2,1766727503072
D3A1-136,3,1766727504075
D2C1-10139,2,1766727508087
D2C1-10140,2,1766727509091
D3A1-10141,3,1766727510096
D2B1-143,2,1766727511099
D3A1-144,3,1766727512101
D2C1-151,2,1766727519119
D3A1-152,3,1766727520120
D2C1-159,2,1766727527136
D3A1-160,3,1766727528138
D3A1-10159,3,1766727528138
D3A1-10160,3,1766727529139
D3A1-10163,3,1766727532144
D2B1-167,2,1766727535149
D3A1-168,3,1766727536150
D2B1-175,2,1766727543163
D3A1-176,3,1766727544165
D2B1-183,2,1766727551184
D3A1-184,3,1766727552186
D2B1-191,2,1766727559204
D3A1-192,3,1766727560206
D2B1-199,2,1766727567221
D3A1-200,3,1766727568224
D3A1-10204,3,1766727573236
D2B1-207,2,1766727575240
D3A1-208,3,1766727576242
D2B1-10213,2,1766727582252
D2C1-215,2,1766727583254
D3A1-216,3,1766727584256
D2C1-223,2,1766727591265
D3A1-224,3,1766727592266
D2C1-231,2,1766727599279
D3A1-232,3,1766727600280
D2C1-10237,2,1766727606290
D2B1-239,2,1766727607292
D3A1-240,3,1766727608293
D2C1-247,2,1766727615306
D3A1-248,3,1766727616308
D2B1-255,2,1766727623318
D3A1-256,3,1766727624320
D3A1-10259,3,1766727628331
D2C1-263,2,1766727631337
D3A1-264,3,1766727632340
D2C1-10265,2,1766727634343
D2C1-271,2,1766727639351
D3A1-272,3,1766727640352
D2C1-279,2,1766727647367
D3A1-280,3,1766727648369
D2C1-287,2,1766727655384
D3A1-288,3,1766727656385
D2C1-295,2,1766727663404
D3A1-296,3,1766727664407
D3A1-10299,3,1766727668419
D2C1-10300,2,1766727669422
D2B1-303,2,1766727671427
D3A1-304,3,1766727672428
D2C1-311,2,1766727679445
D3A1-312,3,1766727680447
D2C1-319,2,1766727687463
D3A1-320,3,1766727688465
D2B1-327,2,1766727695476
D3A1-328,3,1766727696477
D3A1-10333,3,1766727702488
D2C1-335,2,1766727703489
D3A1-336,3,1766727704491
D2B1-343,2,1766727711502
D3A1-344,3,1766727712504
D3A1-10347,3,1766727716514
D2C1-351,2,1766727719523
D3A1-352,3,1766727720526
D3A1-10355,3,1766727724537
D2C1-359,2,1766727727544
D3A1-360,3,1766727728545
D2B1-367,2,1766727735593
D3A1-368,3,1766727736598
D3A1-10368,3,1766727737601
D2C1-375,2,1766727743620
D3A1-376,3,1766727744622
D2B1-383,2,1766727751638
D3A1-384,3,1766727752642
D2B1-10383,2,1766727752642
D2B1-391,2,1766727759654
D3A1-392,3,1766727760656
D2C1-399,2,1766727767670
D3A1-400,3,1766727768672
D3A1-10403,3,1766727772679
D2B1-407,2,1766727775686
D3A1-408,3,1766727776688
D2B1-10407,2,1766727776688
D2B1-415,2,1766727783704
D3A1-416,3,1766727784706
D2B1-423,2,1766727791719
D3A1-424,3,1766727792720
D2B1-10423,2,1766727792720
D2C1-431,2,1766727799734
D3A1-432,3,1766727800736
D3A1-10436,3,1766727805746
D2C1-439,2,1766727807750
D3A1-440,3,1766727808751
D2B1-447,2,1766727815768
D3A1-448,3,1766727816770
D3A1-10453,3,1766727822781
D2C1-455,2,1766727823783
D3A1-456,3,1766727824785
D2B1-463,2,1766727831799
D3A1-464,3,1766727832802
D3A1-10466,3,1766727835808
D2B1-10468,2,1766727837812
D2C1-471,2,1766727839818
D3A1-472,3,1766727840820
D2B1-479,2,1766727847831
D3A1-480,3,1766727848835
D3A1-10484,3,1766727853847
D2B1-487,2,1766727855850
D3A1-488,3,1766727856850
D2B1-495,2,1766727863861
D3A1-496,3,1766727864862
D2B1-503,2,1766727871878
D3A1-504,3,1766727872880
D2C1-511,2,1766727879894
D3A1-512,3,1766727880895
D2C1-10512,2,1766727881897
D2B1-10514,2,1766727883902
D2C1-519,2,1766727887909
D3A1-10518,3,1766727887909
D3A1-520,3,1766727888911
D3A1-10519,3,1766727888911
D2B1-527,2,1766727895926
D3A1-528,3,1766727896928
D3A1-10531,3,1766727900937
D2C1-535,2,1766727903941
D3A1-536,3,1766727904943
D3A1-10535,3,1766727904943
D2C1-10538,2,1766727907950
D2C1-543,2,1766727911962
D3A1-544,3,1766727912965
D2B1-10546,2,1766727915971
D3A1-10547,3,1766727916975
D2B1-551,2,1766727919981
D3A1-552,3,1766727920985
D2B1-10555,2,1766727924998
D2C1-559,2,1766727928003
D3A1-560,3,1766727929004
D3A1-10561,3,1766727931008
D2B1-567,2,1766727936018
D3A1-568,3,1766727937021
D2B1-575,2,1766727944035
D3A1-576,3,1766727945036
D3A1-10576,3,1766727946038
D3A1-10579,3,1766727949044
D2B1-583,2,1766727952051
D3A1-584,3,1766727953053
D2C1-591,2,1766727960070
D2C1-10590,2,1766727960070
D3A1-592,3,1766727961072
D2C1-10594,2,1766727964080
D2C1-10596,2,1766727966084
D2C1-599,2,1766727968090
D3A1-10598,3,1766727968090
D3A1-600,3,1766727969093
D2B1-607,2,1766727976105
D3A1-608,3,1766727977107
D3A1-10607,3,1766727977107
D3A1-10612,3,1766727982114
D3A1-10613,3,1766727983115
D2B1-615,2,1766727984117
D3A1-616,3,1766727985119
D2C1-623,2,1766727992130
D3A1-624,3,1766727993131
D2C1-631,2,1766728000143
D3A1-632,3,1766728001144
D2B1-10634,2,1766728004149
D2C1-10636,2,1766728006153
D2B1-639,2,1766728008155
D3A1-640,3,1766728009161
D2B1-647,2,1766728016177
D3A1-648,3,1766728017178
D3A1-10651,3,1766728021186
D2B1-655,2,1766728024191
D3A1-656,3,1766728025194
D3A1-10660,3,1766728030206
D3A1-10661,3,1766728031210
D2C1-663,2,1766728032213
D3A1-664,3,1766728033215
D2B1-671,2,1766728040231
D3A1-672,3,1766728041235
D2C1-10674,2,1766728044244
D2B1-679,2,1766728048257
D3A1-680,3,1766728049258
D2B1-687,2,1766728056274
D3A1-688,3,1766728057277
D3A1-10688,3,1766728058278
D2C1-10693,2,1766728063289
D2C1-695,2,1766728064291
D3A1-696,3,1766728065297
D2C1-703,2,1766728072312
D3A1-704,3,1766728073313
