C2A1-5,2,1766727372717
C3B1-6,3,1766727373719
C3B1-10010,3,1766727378732
C2D1-13,2,1766727380737
C3B1-14,3,1766727381740
C2D1-21,2,1766727388755
C3B1-22,3,1766727389756
C2D1-29,2,1766727396772
C3B1-30,3,1766727397774
C2D1-37,2,1766727404796
C2A1-10036,2,1766727404796
C3B1-38,3,1766727405801
C2A1-45,2,1766727412816
C3B1-46,3,1766727413819
C2D1-10050,2,1766727418844
C2A1-53,2,1766727420850
C3B1-54,3,1766727421851
C2A1-61,2,1766727428875
C3B1-62,3,1766727429880
C2D1-69,2,1766727436896
C3B1-70,3,1766727437899
C3B1-10070,3,1766727438901
C2A1-77,2,1766727444916
C3B1-78,3,1766727445917
C2D1-85,2,1766727452935
C3B1-86,3,1766727453937
C2D1-93,2,1766727460957
C3B1-94,3,1766727461959
C2A1-10093,2,1766727461959
C2A1-10094,2,1766727462964
C2A1-101,2,1766727468983
C3B1-102,3,1766727469985
C2A1-109,2,1766727477001
C3B1-110,3,1766727478003
C2A1-10114,2,1766727483017
C2D1-117,2,1766727485024
C3B1-118,3,1766727486027
C2D1-125,2,1766727493047
C3B1-126,3,1766727494049
C2D1-133,2,1766727501068
C3B1-134,3,1766727502070
C2A1-10133,2,1766727502070
C2D1-141,2,1766727509091
C3B1-142,3,1766727510096
C3B1-10144,3,1766727513103
C2A1-10145,2,1766727514105
C2D1-149,2,1766727517114
C3B1-150,3,1766727518116
C2A1-157,2,1766727525130
C3B1-158,3,1766727526133
C2D1-165,2,1766727533145
C3B1-166,3,1766727534148
C2A1-173,2,1766727541159
C3B1-174,3,1766727542161
C3B1-10176,3,1766727545167
C2D1-181,2,1766727549177
C3B1-182,3,1766727550182
C2A1-189,2,1766727557199
C3B1-190,3,1766727558202
C2D1-197,2,1766727565216
C3B1-198,3,1766727566218
C3B1-10201,3,1766727570228
C2A1-205,2,1766727573236
C3B1-206,3,1766727574238
C2A1-213,2,1766727581251
C3B1-214,3,1766727582252
C2A1-221,2,1766727589262
C3B1-222,3,1766727590264
C2D1-229,2,1766727597276
C3B1-230,3,1766727598278
C2A1-10232,2,1766727601284
C2A1-237,2,1766727605288
C3B1-238,3,1766727606290
C2A1-10240,2,1766727609295
C2A1-245,2,1766727613301
C3B1-246,3,1766727614303
C3B1-10247,3,1766727616308
C2A1-253,2,1766727621314
C3B1-254,3,1766727622316
C2D1-261,2,1766727629333
C3B1-262,3,1766727630335
C2D1-269,2,1766727637349
C3B1-270,3,1766727638349
C2A1-10272,2,1766727641355
C2A1-277,2,1766727645363
C3B1-278,3,1766727646364
C2A1-285,2,1766727653380
C3B1-286,3,1766727654383
C2A1-293,2,1766727661398
C3B1-294,3,1766727662400
C3B1-10293,3,1766727662400
C3B1-10294,3,1766727663404
C2D1-301,2,1766727669422
C3B1-302,3,1766727670425
C3B1-10301,3,1766727670425
C2D1-309,2,1766727677439
C3B1-310,3,1766727678442
C3B1-10314,3,1766727683456
C2A1-317,2,1766727685460
C3B1-318,3,1766727686462
C3B1-10317,3,1766727686462
C3B1-10318,3,1766727687463
C2D1-325,2,1766727693472
C3B1-326,3,1766727694474
C2A1-333,2,1766727701487
C3B1-334,3,1766727702488
C2D1-341,2,1766727709499
C3B1-342,3,1766727710501
C2A1-349,2,1766727717517
C3B1-350,3,1766727718519
C2D1-357,2,1766727725539
C3B1-358,3,1766727726542
C2D1-365,2,1766727733559
C3B1-366,3,1766727734590
C2A1-373,2,1766727741616
C3B1-374,3,1766727742618
C2D1-10379,2,1766727748632
C2A1-381,2,1766727749634
C3B1-382,3,1766727750636
C3B1-10382,3,1766727751638
C2A1-389,2,1766727757650
C3B1-390,3,1766727758652
C3B1-10390,3,1766727759654
C2A1-10393,2,1766727762659
C2A1-397,2,1766727765666
C3B1-398,3,1766727766668
C2A1-405,2,1766727773681
C3B1-406,3,1766727774684
C2A1-413,2,1766727781700
C3B1-414,3,1766727782703
C2A1-421,2,1766727789715
C3B1-422,3,1766727790717
C2A1-429,2,1766727797732
C3B1-430,3,1766727798733
C2A1-437,2,1766727805746
C3B1-438,3,1766727806748
C2D1-445,2,1766727813763
C3B1-446,3,1766727814766
C2D1-453,2,1766727821779
C3B1-454,3,1766727822781
C3B1-10457,3,1766727826789
C2D1-461,2,1766727829796
C3B1-462,3,1766727830797
C2D1-10463,2,1766727832802
C2A1-10464,2,1766727833803
C2A1-469,2,1766727837812
C3B1-470,3,1766727838816
C2D1-10473,2,1766727842823
C2A1-477,2,1766727845828
C3B1-478,3,1766727846829
C3B1-10480,3,1766727849837
C2D1-10481,2,1766727850840
C2A1-485,2,1766727853847
C3B1-486,3,1766727854848
C3B1-10489,3,1766727858855
C2D1-493,2,1766727861859
C3B1-494,3,1766727862859
C3B1-10495,3,1766727864862
C3B1-10496,3,1766727865865
C2A1-501,2,1766727869875
C3B1-502,3,1766727870877
C3B1-10502,3,1766727871878
C2D1-509,2,1766727877888
C3B1-510,3,1766727878892
C2D1-517,2,1766727885905
C3B1-518,3,1766727886906
C2D1-525,2,1766727893921
C3B1-526,3,1766727894924
C2D1-533,2,1766727901939
C3B1-534,3,1766727902940
C2A1-10533,2,1766727902940
C2D1-10536,2,1766727905946
C2A1-541,2,1766727909956
C3B1-10540,3,1766727909956
C3B1-542,3,1766727910958
C2A1-549,2,1766727917978
C3B1-550,3,1766727918980
C3B1-10551,3,1766727920985
C2D1-557,2,1766727926001
C3B1-10556,3,1766727926001
C3B1-558,3,1766727927003
C2D1-565,2,1766727934015
C3B1-566,3,1766727935017
C2A1-10567,2,1766727937021
C2A1-10568,2,1766727938023
C2D1-573,2,1766727942031
C3B1-574,3,1766727943033
C3B1-10578,3,1766727948041
C2D1-581,2,1766727950049
C3B1-582,3,1766727951050
C2A1-589,2,1766727958066
C3B1-10588,3,1766727958066
C3B1-590,3,1766727959068
C2A1-597,2,1766727966084
C3B1-598,3,1766727967087
C2A1-10602,2,1766727972098
C2D1-605,2,1766727974102
C3B1-606,3,1766727975103
C2A1-10606,2,1766727976105
C2D1-613,2,1766727982114
C3B1-614,3,1766727983115
C2A1-621,2,1766727990125
C3B1-622,3,1766727991127
C2A1-629,2,1766727998137
C3B1-630,3,1766727999139
